Lead_ID,Name,Email_Source,Contacted,Engagement_Score,Location,Profession,Course_Interest,Follow_Up_Count,Converted
L0301,Saanvi Khan,Email,Yes,57,Mumbai,Student,Data Science - Advanced,5,1
L0302,Kavya Das,Website,Yes,27,Delhi,Student,Machine Learning,4,1
L0303,Kavya Shetty,Website,No,91,Bangalore,Working Professional,Machine Learning,4,0
L0304,Arjun Das,Social Media,No,84,Pune,Freelancer,Data Science - Advanced,1,0
L0305,Ananya Iyer,Referral,No,19,Jaipur,Freelancer,Machine Learning,5,1
L0306,Aanya Pillai,Social Media,Yes,52,Ahmedabad,Freelancer,Machine Learning,5,1
L0307,Saanvi Saxena,Email,Yes,100,Mumbai,Freelancer,AI & Deep Learning,5,1
L0308,Aditya Shetty,Referral,Yes,55,Delhi,Working Professional,Machine Learning,2,1
L0309,Ananya Shetty,Walk-in,Yes,73,Kolkata,Working Professional,Data Science - Beginner,0,0
L0310,Saanvi Sharma,Social Media,Yes,57,Kolkata,Student,AI & Deep Learning,1,0
L0311,Kunal Bansal,Email,Yes,84,Hyderabad,Working Professional,Data Science - Beginner,2,0
L0312,Vivaan Naidu,Email,Yes,55,Mumbai,Freelancer,Data Science - Beginner,0,0
L0313,Riya Patel,Website,Yes,67,Kolkata,Student,Data Science - Beginner,5,1
L0314,Vihaan Das,Website,No,10,Delhi,Working Professional,Data Science - Beginner,5,0
L0315,Vihaan Choudhary,Email,No,18,Chennai,Student,Data Science - Advanced,0,0
L0316,Kavya Bansal,Referral,No,93,Delhi,Freelancer,Data Science - Advanced,3,1
L0317,Ishaan Patel,Social Media,Yes,97,Mumbai,Freelancer,AI & Deep Learning,2,1
L0318,Ananya Gupta,Website,No,83,Mumbai,Student,Machine Learning,5,0
L0319,Kunal Mehta,Walk-in,Yes,96,Chennai,Working Professional,Data Science - Beginner,1,1
L0320,Aanya Reddy,Website,No,82,Jaipur,Student,Data Science - Beginner,2,1
L0321,Arjun Naidu,Walk-in,No,47,Ahmedabad,Freelancer,Data Science - Advanced,3,0
L0322,Aarav Chopra,Social Media,Yes,34,Delhi,Student,Data Science - Beginner,3,1
L0323,Aarohi Das,Referral,No,11,Ahmedabad,Freelancer,Data Science - Advanced,2,0
L0324,Kunal Patel,Walk-in,Yes,20,Ahmedabad,Working Professional,AI & Deep Learning,4,0
L0325,Kunal Das,Website,Yes,32,Mumbai,Working Professional,Data Science - Beginner,3,0
L0326,Kunal Bansal,Social Media,Yes,91,Pune,Freelancer,Data Science - Beginner,1,1
L0327,Diya Kulkarni,Walk-in,No,22,Hyderabad,Student,Machine Learning,5,0
L0328,Aarav Choudhary,Referral,No,68,Mumbai,Working Professional,Data Science - Beginner,3,1
L0329,Aarohi Joshi,Social Media,No,73,Pune,Working Professional,Data Science - Advanced,2,0
L0330,Shruti Reddy,Website,Yes,6,Nagpur,Student,Data Science - Beginner,3,1
L0331,Aanya Gupta,Website,Yes,71,Chennai,Student,Machine Learning,1,1
L0332,Ananya Khan,Social Media,No,16,Ahmedabad,Freelancer,Data Science - Beginner,1,0
L0333,Aarohi Verma,Referral,Yes,60,Bangalore,Working Professional,Machine Learning,0,1
L0334,Aarav Joshi,Website,No,73,Bangalore,Freelancer,Data Science - Advanced,3,1
L0335,Shruti Saxena,Website,Yes,20,Nagpur,Working Professional,Data Science - Beginner,1,1
L0336,Aarav Choudhary,Social Media,No,95,Bangalore,Student,Data Science - Advanced,4,0
L0337,Isha Saxena,Social Media,Yes,92,Bangalore,Student,Data Science - Beginner,1,1
L0338,Diya Pillai,Social Media,Yes,65,Pune,Freelancer,AI & Deep Learning,0,0
L0339,Isha Gupta,Website,No,34,Hyderabad,Working Professional,Machine Learning,2,1
L0340,Rohan Iyer,Social Media,Yes,18,Jaipur,Student,Data Science - Advanced,0,0
L0341,Saanvi Pillai,Email,No,16,Ahmedabad,Working Professional,Data Science - Advanced,3,1
L0342,Saanvi Khan,Social Media,Yes,21,Bangalore,Freelancer,Data Science - Beginner,1,1
L0343,Arjun Patel,Website,No,51,Ahmedabad,Student,Machine Learning,2,0
L0344,Aarav Naidu,Referral,Yes,13,Kolkata,Student,Data Science - Advanced,0,0
L0345,Vivaan Iyer,Website,Yes,52,Hyderabad,Freelancer,Data Science - Beginner,4,1
L0346,Aditya Sharma,Social Media,Yes,83,Kolkata,Student,Data Science - Beginner,2,0
L0347,Vivaan Pillai,Social Media,Yes,74,Chennai,Freelancer,AI & Deep Learning,3,0
L0348,Aanya Das,Website,No,28,Pune,Working Professional,Machine Learning,3,0
L0349,Vivaan Nair,Walk-in,Yes,83,Bangalore,Working Professional,AI & Deep Learning,4,1
L0350,Vivaan Patel,Email,No,18,Chennai,Student,Data Science - Advanced,5,0
L0351,Aanya Joshi,Referral,No,45,Jaipur,Freelancer,Machine Learning,3,1
L0352,Sai Sharma,Email,Yes,4,Bangalore,Student,AI & Deep Learning,4,1
L0353,Shruti Iyer,Website,Yes,32,Delhi,Working Professional,Data Science - Beginner,1,1
L0354,Diya Bansal,Website,Yes,76,Hyderabad,Freelancer,Machine Learning,4,0
L0355,Diya Chopra,Walk-in,Yes,73,Delhi,Working Professional,Machine Learning,1,1
L0356,Vivaan Patel,Social Media,Yes,78,Delhi,Student,AI & Deep Learning,0,1
L0357,Kavya Mehta,Website,No,92,Pune,Working Professional,Data Science - Beginner,0,0
L0358,Shruti Gupta,Social Media,No,10,Hyderabad,Freelancer,AI & Deep Learning,4,0
L0359,Ananya Singh,Email,Yes,21,Chennai,Freelancer,AI & Deep Learning,5,1
L0360,Sai Shetty,Walk-in,No,29,Jaipur,Student,AI & Deep Learning,2,1
L0361,Arjun Bansal,Social Media,No,99,Jaipur,Student,Data Science - Advanced,4,1
L0362,Kavya Iyer,Walk-in,Yes,64,Pune,Working Professional,Data Science - Beginner,1,1
L0363,Ananya Bansal,Social Media,No,58,Nagpur,Working Professional,Data Science - Advanced,1,0
L0364,Diya Khan,Social Media,Yes,7,Chennai,Working Professional,AI & Deep Learning,1,1
L0365,Riya Naidu,Email,No,13,Kolkata,Freelancer,Data Science - Advanced,1,1
L0366,Aditya Verma,Email,Yes,41,Bangalore,Student,Data Science - Beginner,2,0
L0367,Aanya Bansal,Social Media,Yes,44,Jaipur,Freelancer,AI & Deep Learning,5,0
L0368,Isha Bansal,Walk-in,No,21,Nagpur,Student,Machine Learning,1,0
L0369,Isha Shetty,Walk-in,No,85,Bangalore,Working Professional,Data Science - Advanced,0,0
L0370,Aanya Chopra,Walk-in,No,20,Nagpur,Working Professional,Data Science - Beginner,3,0
L0371,Kunal Nair,Referral,Yes,13,Nagpur,Student,Data Science - Advanced,5,1
L0372,Aditya Saxena,Social Media,No,51,Kolkata,Working Professional,Machine Learning,0,1
L0373,Sai Joshi,Referral,No,24,Kolkata,Student,Machine Learning,3,1
L0374,Rohan Iyer,Email,Yes,20,Mumbai,Student,Machine Learning,4,1
L0375,Shruti Iyer,Walk-in,Yes,50,Ahmedabad,Working Professional,AI & Deep Learning,4,0
L0376,Riya Singh,Social Media,No,92,Nagpur,Freelancer,Data Science - Advanced,0,1
L0377,Sai Bansal,Website,Yes,17,Nagpur,Working Professional,Data Science - Beginner,5,1
L0378,Ishaan Gupta,Walk-in,No,41,Mumbai,Student,AI & Deep Learning,4,1
L0379,Meera Choudhary,Email,No,2,Jaipur,Freelancer,AI & Deep Learning,0,1
L0380,Arjun Gupta,Walk-in,Yes,14,Jaipur,Student,Machine Learning,4,1
L0381,Isha Khan,Referral,No,74,Jaipur,Working Professional,Data Science - Beginner,1,1
L0382,Aanya Gupta,Walk-in,No,5,Chennai,Working Professional,Data Science - Advanced,0,1
L0383,Rohan Joshi,Social Media,No,39,Bangalore,Working Professional,AI & Deep Learning,5,0
L0384,Krishna Gupta,Email,No,100,Hyderabad,Working Professional,AI & Deep Learning,4,0
L0385,Ishaan Pillai,Website,No,95,Kolkata,Freelancer,Machine Learning,0,0
L0386,Aditya Singh,Walk-in,No,18,Ahmedabad,Freelancer,Data Science - Beginner,1,0
L0387,Ishaan Verma,Website,Yes,59,Nagpur,Working Professional,Data Science - Advanced,2,1
L0388,Saanvi Kulkarni,Referral,Yes,88,Nagpur,Student,Machine Learning,3,1
L0389,Sai Saxena,Walk-in,No,45,Pune,Working Professional,Data Science - Beginner,2,0
L0390,Aanya Verma,Website,Yes,29,Delhi,Freelancer,Data Science - Advanced,2,1
L0391,Aarohi Sharma,Social Media,No,17,Pune,Freelancer,Data Science - Beginner,1,1
L0392,Kavya Singh,Email,No,49,Hyderabad,Working Professional,Machine Learning,1,1
L0393,Kunal Kulkarni,Walk-in,No,75,Mumbai,Student,Machine Learning,4,1
L0394,Kunal Reddy,Referral,Yes,44,Bangalore,Freelancer,Machine Learning,2,1
L0395,Kunal Mehta,Website,Yes,8,Jaipur,Working Professional,Machine Learning,5,0
L0396,Aarav Saxena,Email,No,54,Chennai,Working Professional,Data Science - Beginner,4,0
L0397,Ananya Iyer,Walk-in,No,86,Hyderabad,Freelancer,Machine Learning,1,0
L0398,Kunal Reddy,Referral,Yes,95,Bangalore,Freelancer,Data Science - Advanced,5,1
L0399,Aditya Iyer,Email,Yes,96,Bangalore,Working Professional,Machine Learning,2,1
L0400,Shruti Singh,Referral,Yes,61,Nagpur,Freelancer,Data Science - Beginner,3,0
L0401,Aarohi Reddy,Referral,No,53,Nagpur,Student,Data Science - Advanced,1,1
L0402,Isha Chopra,Referral,Yes,41,Pune,Student,AI & Deep Learning,2,0
L0403,Ananya Verma,Social Media,No,36,Delhi,Student,Data Science - Advanced,3,0
L0404,Arjun Nair,Referral,No,52,Chennai,Working Professional,AI & Deep Learning,0,0
L0405,Meera Mehta,Email,Yes,42,Ahmedabad,Student,Data Science - Beginner,5,0
L0406,Krishna Iyer,Email,No,17,Mumbai,Working Professional,Machine Learning,1,0
L0407,Vivaan Singh,Email,No,94,Ahmedabad,Freelancer,Machine Learning,3,0
L0408,Ananya Saxena,Email,Yes,22,Chennai,Student,Data Science - Advanced,1,0
L0409,Ishaan Sharma,Walk-in,Yes,16,Hyderabad,Freelancer,Data Science - Beginner,3,1
L0410,Meera Nair,Social Media,Yes,85,Mumbai,Freelancer,Data Science - Beginner,0,0
L0411,Isha Pillai,Referral,Yes,71,Bangalore,Working Professional,Data Science - Advanced,1,0
L0412,Kunal Das,Social Media,No,80,Jaipur,Freelancer,Data Science - Advanced,3,0
L0413,Aarohi Nair,Social Media,No,15,Mumbai,Working Professional,Data Science - Advanced,4,0
L0414,Rohan Kulkarni,Website,No,91,Chennai,Working Professional,Data Science - Advanced,0,1
L0415,Ishaan Saxena,Email,Yes,1,Nagpur,Freelancer,Data Science - Beginner,0,1
L0416,Arjun Patel,Walk-in,Yes,93,Mumbai,Working Professional,Data Science - Advanced,3,1
L0417,Rohan Pillai,Social Media,Yes,23,Nagpur,Working Professional,Machine Learning,5,1
L0418,Isha Reddy,Social Media,Yes,2,Pune,Freelancer,Data Science - Advanced,2,1
L0419,Saanvi Nair,Email,Yes,48,Hyderabad,Student,Data Science - Beginner,3,1
L0420,Saanvi Khan,Referral,No,54,Pune,Student,Data Science - Advanced,5,0
L0421,Sai Reddy,Referral,No,73,Kolkata,Student,AI & Deep Learning,2,0
L0422,Arjun Saxena,Referral,Yes,53,Kolkata,Student,Data Science - Beginner,2,1
L0423,Aarav Kulkarni,Walk-in,Yes,86,Hyderabad,Freelancer,Data Science - Beginner,3,0
L0424,Riya Joshi,Referral,Yes,72,Jaipur,Student,Data Science - Beginner,5,0
L0425,Aarohi Saxena,Referral,Yes,10,Kolkata,Working Professional,Data Science - Advanced,2,1
L0426,Vivaan Kulkarni,Website,No,52,Delhi,Student,AI & Deep Learning,3,1
L0427,Aditya Saxena,Referral,No,16,Kolkata,Freelancer,Data Science - Beginner,0,1
L0428,Isha Verma,Walk-in,Yes,12,Jaipur,Freelancer,Machine Learning,4,0
L0429,Saanvi Choudhary,Email,Yes,29,Kolkata,Working Professional,AI & Deep Learning,5,1
L0430,Saanvi Reddy,Social Media,Yes,1,Hyderabad,Working Professional,Machine Learning,4,1
L0431,Vihaan Verma,Website,No,18,Chennai,Student,Machine Learning,4,0
L0432,Ishaan Reddy,Referral,Yes,59,Delhi,Freelancer,Machine Learning,0,1
L0433,Vivaan Chopra,Social Media,No,59,Jaipur,Freelancer,Data Science - Advanced,3,0
L0434,Aarohi Verma,Walk-in,No,75,Kolkata,Freelancer,Data Science - Advanced,5,0
L0435,Arjun Reddy,Referral,No,65,Chennai,Working Professional,Data Science - Advanced,2,1
L0436,Ananya Singh,Referral,Yes,18,Chennai,Freelancer,Machine Learning,5,1
L0437,Meera Mehta,Website,Yes,80,Bangalore,Freelancer,Machine Learning,5,0
L0438,Sai Kulkarni,Walk-in,No,91,Mumbai,Working Professional,AI & Deep Learning,4,1
L0439,Meera Singh,Referral,Yes,67,Mumbai,Student,AI & Deep Learning,1,0
L0440,Vivaan Mehta,Email,Yes,37,Bangalore,Student,Data Science - Beginner,5,1
L0441,Ishaan Shetty,Social Media,No,58,Mumbai,Freelancer,Data Science - Advanced,5,1
L0442,Krishna Kulkarni,Email,Yes,49,Chennai,Working Professional,Machine Learning,4,0
L0443,Aarav Khan,Website,No,29,Hyderabad,Freelancer,Data Science - Advanced,5,0
L0444,Kunal Pillai,Website,Yes,24,Pune,Freelancer,Data Science - Beginner,3,0
L0445,Isha Khan,Walk-in,No,17,Pune,Freelancer,Machine Learning,0,1
L0446,Saanvi Gupta,Social Media,Yes,42,Jaipur,Student,Machine Learning,3,1
L0447,Aditya Choudhary,Walk-in,Yes,24,Ahmedabad,Student,Data Science - Advanced,3,1
L0448,Aditya Joshi,Website,Yes,85,Hyderabad,Working Professional,Machine Learning,2,0
L0449,Kavya Kulkarni,Referral,Yes,15,Hyderabad,Working Professional,Data Science - Advanced,5,0
L0450,Vivaan Choudhary,Referral,Yes,50,Bangalore,Freelancer,Machine Learning,0,1
L0451,Aarohi Kulkarni,Referral,No,6,Bangalore,Freelancer,Data Science - Advanced,2,0
L0452,Vihaan Bansal,Walk-in,Yes,81,Mumbai,Student,Data Science - Advanced,5,1
L0453,Vihaan Mehta,Walk-in,No,83,Mumbai,Freelancer,Data Science - Advanced,0,1
L0454,Ananya Verma,Social Media,Yes,7,Pune,Working Professional,Data Science - Beginner,4,0
L0455,Rohan Das,Referral,No,81,Chennai,Working Professional,Machine Learning,0,1
L0456,Vihaan Shetty,Social Media,Yes,97,Jaipur,Student,Data Science - Beginner,2,0
L0457,Kunal Singh,Walk-in,Yes,37,Kolkata,Working Professional,AI & Deep Learning,5,0
L0458,Riya Bansal,Walk-in,Yes,18,Chennai,Freelancer,Machine Learning,5,0
L0459,Kunal Joshi,Social Media,Yes,16,Nagpur,Student,AI & Deep Learning,4,0
L0460,Kunal Mehta,Email,Yes,53,Ahmedabad,Student,Data Science - Advanced,1,0
L0461,Kavya Khan,Website,Yes,24,Jaipur,Student,AI & Deep Learning,5,0
L0462,Kunal Patel,Email,Yes,26,Jaipur,Working Professional,Machine Learning,2,0
L0463,Krishna Reddy,Email,Yes,25,Hyderabad,Working Professional,AI & Deep Learning,2,1
L0464,Shruti Gupta,Walk-in,No,41,Chennai,Student,Data Science - Beginner,2,0
L0465,Krishna Das,Email,No,18,Hyderabad,Working Professional,AI & Deep Learning,3,1
L0466,Kunal Saxena,Walk-in,Yes,23,Jaipur,Student,Machine Learning,1,0
L0467,Rohan Patel,Social Media,Yes,65,Nagpur,Freelancer,AI & Deep Learning,4,0
L0468,Vivaan Shetty,Email,No,84,Pune,Working Professional,AI & Deep Learning,1,1
L0469,Arjun Pillai,Walk-in,Yes,51,Hyderabad,Freelancer,Data Science - Beginner,5,0
L0470,Kavya Bansal,Walk-in,Yes,58,Pune,Student,Data Science - Advanced,5,1
L0471,Diya Verma,Website,No,30,Mumbai,Working Professional,Machine Learning,1,0
L0472,Ishaan Kulkarni,Email,No,61,Kolkata,Student,Data Science - Beginner,5,1
L0473,Vihaan Kulkarni,Email,No,75,Ahmedabad,Freelancer,Data Science - Advanced,3,1
L0474,Diya Chopra,Social Media,No,49,Delhi,Freelancer,AI & Deep Learning,2,1
L0475,Riya Saxena,Walk-in,Yes,65,Pune,Working Professional,Data Science - Advanced,1,0
L0476,Aarohi Khan,Website,Yes,24,Pune,Working Professional,Data Science - Beginner,5,0
L0477,Isha Choudhary,Social Media,No,87,Kolkata,Working Professional,Data Science - Advanced,4,0
L0478,Isha Sharma,Website,Yes,17,Jaipur,Freelancer,Data Science - Advanced,1,0
L0479,Shruti Gupta,Social Media,Yes,34,Pune,Freelancer,AI & Deep Learning,4,0
L0480,Kunal Patel,Website,No,78,Kolkata,Working Professional,Data Science - Advanced,1,1
L0481,Kavya Gupta,Walk-in,Yes,80,Ahmedabad,Working Professional,Data Science - Advanced,5,1
L0482,Saanvi Nair,Walk-in,Yes,30,Chennai,Working Professional,Data Science - Advanced,0,0
L0483,Ishaan Kulkarni,Walk-in,No,20,Jaipur,Student,Data Science - Advanced,3,0
L0484,Meera Kulkarni,Social Media,Yes,62,Pune,Freelancer,Data Science - Beginner,5,1
L0485,Aarohi Das,Email,Yes,90,Ahmedabad,Working Professional,Data Science - Advanced,3,1
L0486,Diya Chopra,Walk-in,Yes,55,Pune,Working Professional,AI & Deep Learning,1,0
L0487,Kunal Nair,Walk-in,No,33,Delhi,Student,Data Science - Beginner,4,0
L0488,Aarohi Sharma,Referral,Yes,89,Hyderabad,Working Professional,Machine Learning,0,0
L0489,Isha Chopra,Email,No,69,Chennai,Freelancer,Machine Learning,4,1
L0490,Aanya Mehta,Referral,No,23,Hyderabad,Freelancer,AI & Deep Learning,2,1
L0491,Shruti Joshi,Referral,Yes,85,Mumbai,Freelancer,Data Science - Advanced,3,0
L0492,Vihaan Mehta,Walk-in,No,44,Ahmedabad,Freelancer,Data Science - Beginner,1,1
L0493,Aarav Patel,Website,No,77,Chennai,Student,Data Science - Beginner,2,0
L0494,Diya Patel,Walk-in,Yes,93,Chennai,Working Professional,Machine Learning,5,0
L0495,Sai Saxena,Referral,Yes,26,Ahmedabad,Working Professional,Data Science - Advanced,0,0
L0496,Kavya Bansal,Social Media,No,31,Nagpur,Student,Data Science - Beginner,2,1
L0497,Diya Naidu,Referral,Yes,67,Nagpur,Freelancer,Data Science - Beginner,0,1
L0498,Meera Chopra,Email,No,36,Delhi,Freelancer,Data Science - Advanced,3,1
L0499,Shruti Sharma,Email,Yes,53,Ahmedabad,Student,Data Science - Beginner,4,1
L0500,Ananya Reddy,Walk-in,No,69,Jaipur,Working Professional,AI & Deep Learning,3,1
L0501,Krishna Choudhary,Referral,No,76,Nagpur,Working Professional,Data Science - Beginner,2,0
L0502,Aanya Iyer,Website,No,53,Hyderabad,Freelancer,Data Science - Beginner,5,1
L0503,Krishna Singh,Social Media,No,87,Hyderabad,Student,Data Science - Advanced,3,1
L0504,Diya Mehta,Walk-in,No,24,Delhi,Working Professional,Data Science - Advanced,1,0
L0505,Rohan Mehta,Website,Yes,32,Jaipur,Working Professional,Data Science - Advanced,0,0
L0506,Aditya Saxena,Walk-in,Yes,98,Ahmedabad,Student,AI & Deep Learning,2,1
L0507,Riya Chopra,Email,No,24,Ahmedabad,Working Professional,AI & Deep Learning,1,0
L0508,Vivaan Kulkarni,Referral,No,70,Nagpur,Freelancer,Machine Learning,3,0
L0509,Saanvi Reddy,Walk-in,No,41,Nagpur,Student,Data Science - Advanced,3,0
L0510,Ananya Joshi,Walk-in,No,24,Ahmedabad,Working Professional,Data Science - Advanced,2,1
L0511,Kavya Choudhary,Email,Yes,64,Chennai,Student,AI & Deep Learning,5,1
L0512,Diya Naidu,Email,No,24,Jaipur,Student,Data Science - Advanced,0,1
L0513,Krishna Shetty,Referral,No,26,Pune,Freelancer,Data Science - Advanced,3,0
L0514,Sai Das,Referral,Yes,81,Ahmedabad,Freelancer,Machine Learning,3,1
L0515,Rohan Shetty,Walk-in,Yes,51,Mumbai,Freelancer,Data Science - Advanced,0,0
L0516,Rohan Saxena,Social Media,No,96,Hyderabad,Working Professional,Machine Learning,2,1
L0517,Diya Sharma,Referral,Yes,45,Jaipur,Student,Data Science - Advanced,2,1
L0518,Ananya Kulkarni,Referral,No,11,Chennai,Freelancer,Machine Learning,3,0
L0519,Sai Choudhary,Referral,No,10,Mumbai,Student,Machine Learning,1,1
L0520,Ananya Singh,Email,No,35,Kolkata,Working Professional,AI & Deep Learning,3,0
L0521,Sai Sharma,Website,Yes,85,Bangalore,Freelancer,Data Science - Beginner,1,0
L0522,Aanya Reddy,Social Media,Yes,61,Ahmedabad,Student,Data Science - Beginner,3,0
L0523,Vihaan Khan,Walk-in,Yes,11,Chennai,Working Professional,Data Science - Advanced,1,1
L0524,Saanvi Gupta,Website,Yes,4,Nagpur,Freelancer,Machine Learning,2,1
L0525,Saanvi Shetty,Email,No,18,Ahmedabad,Student,AI & Deep Learning,5,1
L0526,Aarohi Shetty,Email,No,62,Ahmedabad,Student,Data Science - Beginner,3,1
L0527,Diya Das,Email,Yes,39,Nagpur,Student,Data Science - Advanced,2,1
L0528,Riya Shetty,Social Media,No,97,Kolkata,Working Professional,Data Science - Beginner,3,1
L0529,Kavya Iyer,Social Media,No,25,Chennai,Freelancer,AI & Deep Learning,3,0
L0530,Sai Naidu,Referral,Yes,34,Mumbai,Working Professional,Data Science - Advanced,4,1
L0531,Kunal Shetty,Email,No,25,Mumbai,Student,Data Science - Advanced,2,0
L0532,Saanvi Nair,Referral,No,90,Jaipur,Working Professional,Data Science - Advanced,2,0
L0533,Arjun Verma,Walk-in,Yes,24,Mumbai,Working Professional,Machine Learning,1,1
L0534,Aarav Iyer,Social Media,Yes,2,Kolkata,Student,Machine Learning,3,1
L0535,Riya Joshi,Referral,Yes,43,Mumbai,Student,Data Science - Beginner,2,1
L0536,Aditya Shetty,Referral,Yes,25,Bangalore,Working Professional,Data Science - Beginner,0,0
L0537,Aanya Pillai,Website,Yes,26,Kolkata,Freelancer,Data Science - Beginner,4,0
L0538,Riya Naidu,Email,No,21,Nagpur,Freelancer,Data Science - Beginner,2,1
L0539,Kunal Mehta,Email,Yes,86,Delhi,Student,Data Science - Advanced,5,1
L0540,Ananya Sharma,Website,No,75,Mumbai,Working Professional,Data Science - Advanced,0,0
L0541,Shruti Saxena,Walk-in,Yes,48,Mumbai,Student,Data Science - Advanced,3,0
L0542,Kavya Choudhary,Social Media,Yes,46,Pune,Freelancer,Data Science - Beginner,1,1
L0543,Krishna Choudhary,Walk-in,No,57,Delhi,Student,AI & Deep Learning,2,0
L0544,Rohan Verma,Referral,No,72,Bangalore,Freelancer,AI & Deep Learning,1,0
L0545,Meera Joshi,Email,No,36,Jaipur,Freelancer,Data Science - Advanced,0,0
L0546,Saanvi Singh,Email,No,59,Nagpur,Freelancer,AI & Deep Learning,5,0
L0547,Aarav Nair,Email,Yes,42,Mumbai,Freelancer,AI & Deep Learning,1,1
L0548,Meera Gupta,Walk-in,No,42,Chennai,Freelancer,Machine Learning,0,0
L0549,Aarohi Patel,Social Media,Yes,23,Nagpur,Student,Data Science - Beginner,3,0
L0550,Vihaan Verma,Walk-in,No,85,Kolkata,Freelancer,Machine Learning,0,1
L0551,Krishna Nair,Social Media,Yes,27,Kolkata,Student,AI & Deep Learning,5,0
L0552,Diya Shetty,Referral,No,91,Nagpur,Freelancer,Machine Learning,4,0
L0553,Aditya Singh,Social Media,Yes,67,Mumbai,Student,Data Science - Advanced,4,1
L0554,Ishaan Mehta,Walk-in,Yes,73,Pune,Freelancer,AI & Deep Learning,5,0
